TF,TF gene,TF BID,gene,gene BID,regulation
RcsB,gadE,b3512,gadX,b3516,+-
RcsB,rcsB,b2217,osmB,b1283,+
RcsB,rcsA,b1951,osmB,b1283,+
RcsB,gadE,b3512,osmB,b1283,+
RcsB,gadE,b3512,osmC,b1482,+
RcsB,rcsB,b2217,osmC,b1482,+
RcsB,rcsA,b1951,osmC,b1482,+
RcsB,gadE,b3512,rcsA,b1951,+
RcsB,rcsB,b2217,rcsA,b1951,+
RcsB,rcsA,b1951,rcsA,b1951,+
RcsB,rcsA,b1951,rprA,b4431,+
RcsB,rcsB,b2217,rprA,b4431,+
RcsB,gadE,b3512,rprA,b4431,+
RcsB,gadE,b3512,slp,b3506,+
RcsB,rcsB,b2217,slp,b3506,+
RcsB,rcsA,b1951,slp,b3506,+
RcsB,rcsB,b2217,sra,b1480,+
RcsB,gadE,b3512,sra,b1480,+
RcsB,rcsA,b1951,sra,b1480,+
RcsB,gadE,b3512,wcaA,b2059,+
RcsB,rcsB,b2217,wcaA,b2059,+
RcsB,rcsA,b1951,wcaA,b2059,+
RcsB,gadE,b3512,wcaB,b2058,+
RcsB,rcsB,b2217,wcaB,b2058,+
RcsB,rcsA,b1951,wcaB,b2058,+
RcsB,rcsB,b2217,wza,b2062,+
RcsB,gadE,b3512,wza,b2062,+
RcsB,rcsA,b1951,wza,b2062,+
RcsB,gadE,b3512,wzb,b2061,+
RcsB,rcsB,b2217,wzb,b2061,+
RcsB,rcsA,b1951,wzb,b2061,+
RcsB,rcsA,b1951,wzc,b2060,+
RcsB,rcsB,b2217,wzc,b2060,+
RcsB,gadE,b3512,wzc,b2060,+
RcsB,gadE,b3512,yhiM,b3491,+
RcsB,rcsB,b2217,yhiM,b3491,+
RcsB,rcsA,b1951,yhiM,b3491,+
RcsB,rcsB,b2217,yjbE,b4026,+
RcsB,gadE,b3512,yjbE,b4026,+
RcsB,rcsA,b1951,yjbE,b4026,+
RcsB,rcsB,b2217,yjbF,b4027,+
RcsB,gadE,b3512,yjbF,b4027,+
RcsB,rcsA,b1951,yjbF,b4027,+
RcsB,gadE,b3512,yjbG,b4028,+
RcsB,rcsB,b2217,yjbG,b4028,+
RcsB,rcsA,b1951,yjbG,b4028,+
RcsB,gadE,b3512,yjbH,b4029,+
RcsB,rcsB,b2217,yjbH,b4029,+
RcsB,rcsA,b1951,yjbH,b4029,+
RelEB,relE,b1563,hokD,b1562,-
RelEB,relB,b1564,hokD,b1562,-
RelEB,relB,b1564,relB,b1564,-
RelEB,relE,b1563,relB,b1564,-
RelEB,relB,b1564,relE,b1563,-
RelEB,relE,b1563,relE,b1563,-
RhaR,rhaR,b3906,rhaR,b3906,+
RhaR,rhaR,b3906,rhaS,b3905,+
RhaS,rhaS,b3905,rhaA,b3903,+
RhaS,rhaS,b3905,rhaB,b3904,+
RhaS,rhaS,b3905,rhaD,b3902,+
RhaS,rhaS,b3905,rhaR,b3906,+
RhaS,rhaS,b3905,rhaS,b3905,+
RhaS,rhaS,b3905,rhaT,b3907,+
Rob,rob,b4396,acnA,b1276,+
Rob,rob,b4396,acrA,b0463,+
Rob,rob,b4396,acrB,b0462,+
Rob,rob,b4396,aslB,b3800,+
Rob,rob,b4396,fumC,b1611,+
Rob,rob,b4396,inaA,b2237,+
Rob,rob,b4396,marA,b1531,+
Rob,rob,b4396,marB,b1532,+
Rob,rob,b4396,marR,b1530,+
Rob,rob,b4396,micF,b4439,+
Rob,rob,b4396,mltF,b2558,+
Rob,rob,b4396,nfo,b2159,+
Rob,rob,b4396,nfsA,b0851,+
Rob,rob,b4396,nfsB,b0578,+
Rob,rob,b4396,rimK,b0852,+
Rob,rob,b4396,sodA,b3908,+
Rob,rob,b4396,tolC,b3035,+
Rob,rob,b4396,ybiS,b0819,+
Rob,rob,b4396,ybjC,b0850,+
Rob,rob,b4396,ybjN,b0853,+
Rob,rob,b4396,ygiA,b3036,+
Rob,rob,b4396,ygiB,b3037,+
Rob,rob,b4396,ygiC,b3038,+
Rob,rob,b4396,zwf,b1852,+
RstA,rstA,b1608,asr,b1597,+
RstA,rstA,b1608,csgD,b1040,-
RstA,rstA,b1608,csgE,b1039,-
RstA,rstA,b1608,csgF,b1038,-
RstA,rstA,b1608,csgG,b1037,-
RstA,rstA,b1608,narG,b1224,+
RstA,rstA,b1608,narH,b1225,+
RstA,rstA,b1608,narI,b1227,+
RstA,rstA,b1608,narJ,b1226,+
RstA,rstA,b1608,ompF,b0929,-
RtcR,rtcR,b3422,rtcA,b4475,+
RtcR,rtcR,b3422,rtcB,b3421,+
RutR,rutR,b1013,carA,b0032,+
RutR,rutR,b1013,carB,b0033,+
RutR,rutR,b1013,fepB,b0592,-
RutR,rutR,b1013,gadW,b3515,-
RutR,rutR,b1013,gadX,b3516,-
RutR,rutR,b1013,gmr,b1285,-
RutR,rutR,b1013,nemA,b1650,-
RutR,rutR,b1013,nemR,b1649,-
RutR,rutR,b1013,rutA,b1012,-
RutR,rutR,b1013,rutB,b1011,-
RutR,rutR,b1013,rutC,b1010,-
RutR,rutR,b1013,rutD,b1009,-
RutR,rutR,b1013,rutE,b1008,-
RutR,rutR,b1013,rutF,b1007,-
RutR,rutR,b1013,rutG,b1006,-
RutR,rutR,b1013,rutR,b1013,-
SdiA,sdiA,b1916,ftsA,b0094,-
SdiA,sdiA,b1916,ftsQ,b0093,+-
SdiA,sdiA,b1916,ftsZ,b0095,-
SdiA,sdiA,b1916,gadW,b3515,+
SdiA,sdiA,b1916,ydiV,b1707,+
SgrR,sgrR,b0069,alaC,b2379,+
SgrR,sgrR,b0069,setA,b0070,+
SgrR,sgrR,b0069,sgrR,b0069,-
SgrR,sgrR,b0069,sgrS,b4577,+
SgrR,sgrR,b0069,tbpA,b0068,-
SgrR,sgrR,b0069,thiP,b0067,-
SgrR,sgrR,b0069,thiQ,b0066,-
SlyA,slyA,b1642,hlyE,b1182,+
SoxR,soxR,b4063,fumC,b1611,+
SoxR,soxR,b4063,soxR,b4063,-
SoxR,soxR,b4063,soxS,b4062,+
SoxS,soxS,b4062,acnA,b1276,+
SoxS,soxS,b4062,acrA,b0463,+
SoxS,soxS,b4062,acrB,b0462,+
SoxS,soxS,b4062,fldA,b0684,+
SoxS,soxS,b4062,fldB,b2895,+
SoxS,soxS,b4062,fpr,b3924,+
SoxS,soxS,b4062,fumC,b1611,+
SoxS,soxS,b4062,fur,b0683,+
SoxS,soxS,b4062,inaA,b2237,+
SoxS,soxS,b4062,marA,b1531,+
SoxS,soxS,b4062,marB,b1532,+
SoxS,soxS,b4062,marR,b1530,+
SoxS,soxS,b4062,micF,b4439,+
SoxS,soxS,b4062,nfo,b2159,+
SoxS,soxS,b4062,nfsA,b0851,+
SoxS,soxS,b4062,nfsB,b0578,+
SoxS,soxS,b4062,pgi,b4025,+
SoxS,soxS,b4062,poxB,b0871,+
SoxS,soxS,b4062,pqiA,b0950,+
SoxS,soxS,b4062,pqiB,b0951,+
SoxS,soxS,b4062,ptsG,b1101,+
SoxS,soxS,b4062,rfaZ,b3624,+
SoxS,soxS,b4062,ribA,b1277,+
SoxS,soxS,b4062,rimK,b0852,+
SoxS,soxS,b4062,sodA,b3908,+
SoxS,soxS,b4062,soxS,b4062,-
SoxS,soxS,b4062,tolC,b3035,+
SoxS,soxS,b4062,uof,b4637,+
SoxS,soxS,b4062,waaY,b3625,+
SoxS,soxS,b4062,ybjC,b0850,+
SoxS,soxS,b4062,ybjN,b0853,+
SoxS,soxS,b4062,ygiA,b3036,+
SoxS,soxS,b4062,ygiB,b3037,+
SoxS,soxS,b4062,ygiC,b3038,+
SoxS,soxS,b4062,zinT,b1973,+
SoxS,soxS,b4062,zwf,b1852,+
StpA,stpA,b2669,bglB,b3721,-
StpA,stpA,b2669,bglF,b3722,-
StpA,stpA,b2669,bglG,b3723,-
StpA,stpA,b2669,stpA,b2669,-
TdcA,tdcA,b3118,tdcA,b3118,+
TdcA,tdcA,b3118,tdcB,b3117,+
TdcA,tdcA,b3118,tdcC,b3116,+
TdcA,tdcA,b3118,tdcD,b3115,+
TdcA,tdcA,b3118,tdcE,b3114,+
TdcA,tdcA,b3118,tdcF,b3113,+
TdcA,tdcA,b3118,tdcG,b4471,+
TdcR,tdcR,b3119,tdcA,b3118,+
TdcR,tdcR,b3119,tdcB,b3117,+
TdcR,tdcR,b3119,tdcC,b3116,+
TdcR,tdcR,b3119,tdcD,b3115,+
TdcR,tdcR,b3119,tdcE,b3114,+
TdcR,tdcR,b3119,tdcF,b3113,+
TdcR,tdcR,b3119,tdcG,b4471,+
TorR,torR,b0995,gadA,b3517,-
TorR,torR,b0995,gadX,b3516,-
TorR,torR,b0995,hdeA,b3510,+
TorR,torR,b0995,hdeB,b3509,+
TorR,torR,b0995,tnaA,b3708,+
TorR,torR,b0995,tnaB,b3709,+
TorR,torR,b0995,tnaC,b3707,+
TorR,torR,b0995,torA,b0997,+
TorR,torR,b0995,torC,b0996,+
TorR,torR,b0995,torD,b0998,+
TorR,torR,b0995,torR,b0995,-
TorR,torR,b0995,yhiD,b3508,+
TreR,treR,b4241,treB,b4240,-
TreR,treR,b4241,treC,b4239,-
TrpR,trpR,b4393,aroH,b1704,-
TrpR,trpR,b4393,aroL,b0388,-
TrpR,trpR,b4393,aroM,b0390,-
TrpR,trpR,b4393,mtr,b3161,-
TrpR,trpR,b4393,trpA,b1260,-
TrpR,trpR,b4393,trpB,b1261,-
TrpR,trpR,b4393,trpC,b1262,-
TrpR,trpR,b4393,trpD,b1263,-
TrpR,trpR,b4393,trpE,b1264,-
TrpR,trpR,b4393,trpL,b1265,-
TrpR,trpR,b4393,trpR,b4393,-
TrpR,trpR,b4393,yaiA,b0389,-
TyrR,tyrR,b1323,aroF,b2601,-
TyrR,tyrR,b1323,aroG,b0754,-
TyrR,tyrR,b1323,aroL,b0388,-
TyrR,tyrR,b1323,aroM,b0390,-
TyrR,tyrR,b1323,aroP,b0112,-
TyrR,tyrR,b1323,folA,b0048,+
TyrR,tyrR,b1323,mtr,b3161,+
TyrR,tyrR,b1323,tyrA,b2600,-
TyrR,tyrR,b1323,tyrB,b4054,-
TyrR,tyrR,b1323,tyrP,b1907,+-
TyrR,tyrR,b1323,tyrR,b1323,-
TyrR,tyrR,b1323,yaiA,b0389,-
UhpA,uhpA,b3669,uhpT,b3666,+
UidR,uidR,b1618,uidA,b1617,-
UidR,uidR,b1618,uidB,b1616,-
UidR,uidR,b1618,uidC,b1615,-
UidR,uidR,b1618,uidR,b1618,-
UlaR,ulaR,b4191,ulaA,b4193,-
UlaR,ulaR,b4191,ulaB,b4194,-
UlaR,ulaR,b4191,ulaC,b4195,-
UlaR,ulaR,b4191,ulaD,b4196,-
UlaR,ulaR,b4191,ulaE,b4197,-
UlaR,ulaR,b4191,ulaF,b4198,-
UlaR,ulaR,b4191,ulaG,b4192,-
UxuR,uxuR,b4324,gntP,b4321,-
UxuR,uxuR,b4324,uidA,b1617,-
UxuR,uxuR,b4324,uidB,b1616,-
UxuR,uxuR,b4324,uidC,b1615,-
UxuR,uxuR,b4324,uxuA,b4322,-
UxuR,uxuR,b4324,uxuB,b4323,-
UxuR,uxuR,b4324,uxuR,b4324,-
XapR,xapR,b2405,xapA,b2407,+
XapR,xapR,b2405,xapB,b2406,+
XylR,xylR,b3569,xylA,b3565,+
XylR,xylR,b3569,xylB,b3564,+
XylR,xylR,b3569,xylF,b3566,+
XylR,xylR,b3569,xylG,b3567,+
XylR,xylR,b3569,xylH,b3568,+
XylR,xylR,b3569,xylR,b3569,+
YdeO,ydeO,b1499,gadE,b3512,+
YdeO,ydeO,b1499,mdtE,b3513,+
YdeO,ydeO,b1499,mdtF,b3514,+
YdeO,ydeO,b1499,safA,b1500,-
YdeO,ydeO,b1499,ydeO,b1499,-
YefM,yefM,b2017,yefM,b2017,-
YefM,yoeB,b4539,yefM,b2017,-
YefM,yefM,b2017,yoeB,b4539,-
YefM,yoeB,b4539,yoeB,b4539,-
YeiL,yeiL,b2163,yeiL,b2163,+
YiaJ,yiaJ,b3574,lyxK,b3580,-
YiaJ,yiaJ,b3574,sgbE,b3583,-
YiaJ,yiaJ,b3574,sgbH,b3581,-
YiaJ,yiaJ,b3574,sgbU,b3582,-
YiaJ,yiaJ,b3574,yiaJ,b3574,-
YiaJ,yiaJ,b3574,yiaK,b3575,-
YiaJ,yiaJ,b3574,yiaL,b3576,-
YiaJ,yiaJ,b3574,yiaM,b3577,-
YiaJ,yiaJ,b3574,yiaN,b3578,-
YiaJ,yiaJ,b3574,yiaO,b3579,-
YqhC,yqhC,b3010,yqhD,b3011,+
YqjI,yqjI,b3071,yqjH,b3070,-
YqjI,yqjI,b3071,yqjI,b3071,-
ZntR,zntR,b3292,zntA,b3469,+
ZraR,zraR,b4004,zraP,b4002,+
ZraR,zraR,b4004,zraR,b4004,+
ZraR,zraR,b4004,zraS,b4003,+
Zur,zur,b4046,ykgM,b0296,-
Zur,zur,b4046,ykgO,b4506,-
Zur,zur,b4046,zinT,b1973,-
Zur,zur,b4046,znuA,b1857,-
Zur,zur,b4046,znuB,b1859,-
Zur,zur,b4046,znuC,b1858,-
