TF,TF gene,TF BID,gene,gene BID,regulation
FNR,fnr,b1334,ydhT,b1669,+
FNR,fnr,b1334,ydhU,b1670,+
FNR,fnr,b1334,ydhV,b1673,+
FNR,fnr,b1334,ydhW,b1672,+
FNR,fnr,b1334,ydhX,b1671,+
FNR,fnr,b1334,ydhY,b1674,+
FNR,fnr,b1334,yecR,b1904,+
FNR,fnr,b1334,yeiL,b2163,-
FNR,fnr,b1334,yfgF,b2503,+
FNR,fnr,b1334,yfiD,b2579,+-
FNR,fnr,b1334,ygbA,b2732,-
FNR,fnr,b1334,yhjA,b3518,+
FNR,fnr,b1334,ynfE,b1587,+
FNR,fnr,b1334,ynfF,b1588,+
FNR,fnr,b1334,ynfG,b1589,+
FNR,fnr,b1334,ynfH,b1590,+
FNR,fnr,b1334,yqjI,b3071,+
FNR,fnr,b1334,ysgA,b3830,-
FNR,fnr,b1334,ytfE,b4209,-
FabR,fabR,b3963,fabA,b0954,-
FabR,fabR,b3963,fabB,b2323,-
FadR,fadR,b1187,fabA,b0954,+
FadR,fadR,b1187,fabB,b2323,+
FadR,fadR,b1187,fadA,b3845,-
FadR,fadR,b1187,fadB,b3846,-
FadR,fadR,b1187,fadD,b1805,-
FadR,fadR,b1187,fadE,b0221,-
FadR,fadR,b1187,fadH,b3081,-
FadR,fadR,b1187,fadI,b2342,-
FadR,fadR,b1187,fadJ,b2341,-
FadR,fadR,b1187,fadL,b2344,-
FadR,fadR,b1187,iclR,b4018,+
FadR,fadR,b1187,uspA,b3495,-
FeaR,feaR,b1384,feaB,b1385,+
FhlA,fhlA,b2731,fdhF,b4079,+
FhlA,fhlA,b2731,fhlA,b2731,+
FhlA,fhlA,b2731,focB,b2492,+
FhlA,fhlA,b2731,hycA,b2725,+
FhlA,fhlA,b2731,hycB,b2724,+
FhlA,fhlA,b2731,hycC,b2723,+
FhlA,fhlA,b2731,hycD,b2722,+
FhlA,fhlA,b2731,hycE,b2721,+
FhlA,fhlA,b2731,hycF,b2720,+
FhlA,fhlA,b2731,hycG,b2719,+
FhlA,fhlA,b2731,hycH,b2718,+
FhlA,fhlA,b2731,hycI,b2717,+
FhlA,fhlA,b2731,hydN,b2713,+
FhlA,fhlA,b2731,hyfA,b2481,+
FhlA,fhlA,b2731,hyfB,b2482,+
FhlA,fhlA,b2731,hyfC,b2483,+
FhlA,fhlA,b2731,hyfD,b2484,+
FhlA,fhlA,b2731,hyfE,b2485,+
FhlA,fhlA,b2731,hyfF,b2486,+
FhlA,fhlA,b2731,hyfG,b2487,+
FhlA,fhlA,b2731,hyfH,b2488,+
FhlA,fhlA,b2731,hyfI,b2489,+
FhlA,fhlA,b2731,hyfJ,b2490,+
FhlA,fhlA,b2731,hyfR,b2491,+
FhlA,fhlA,b2731,hypA,b2726,+
FhlA,fhlA,b2731,hypB,b2727,+
FhlA,fhlA,b2731,hypC,b2728,+
FhlA,fhlA,b2731,hypD,b2729,+
FhlA,fhlA,b2731,hypE,b2730,+
FhlA,fhlA,b2731,hypF,b2712,+
Fis,fis,b3261,acnB,b0118,-
Fis,fis,b3261,acs,b4069,-
Fis,fis,b3261,actP,b4067,-
Fis,fis,b3261,adhE,b1241,+
Fis,fis,b3261,alaT,b3853,+
Fis,fis,b3261,alaU,b3276,+
Fis,fis,b3261,alaV,b0203,+
Fis,fis,b3261,alaW,b2397,+
Fis,fis,b3261,alaX,b2396,+
Fis,fis,b3261,aldB,b3588,-
Fis,fis,b3261,ansB,b2957,-
Fis,fis,b3261,apaG,b0050,+
Fis,fis,b3261,apaH,b0049,+
Fis,fis,b3261,argU,b0536,+
Fis,fis,b3261,argW,b2348,+
Fis,fis,b3261,argX,b3796,+
Fis,fis,b3261,aspV,b0216,+
Fis,fis,b3261,bglB,b3721,-
Fis,fis,b3261,bglF,b3722,-
Fis,fis,b3261,bglG,b3723,-
Fis,fis,b3261,carA,b0032,+
Fis,fis,b3261,carB,b0033,+
Fis,fis,b3261,chpA,b2782,+
Fis,fis,b3261,chpR,b2783,+
Fis,fis,b3261,crp,b3357,-
Fis,fis,b3261,cspI,b1552,-
Fis,fis,b3261,cysG,b3368,-
Fis,fis,b3261,deoA,b4382,+
Fis,fis,b3261,deoB,b4383,+
Fis,fis,b3261,deoC,b4381,+
Fis,fis,b3261,deoD,b4384,+
Fis,fis,b3261,dmsA,b0894,-
Fis,fis,b3261,dmsB,b0895,-
Fis,fis,b3261,dmsC,b0896,-
Fis,fis,b3261,dps,b0812,-
Fis,fis,b3261,dusB,b3260,-
Fis,fis,b3261,fadA,b3845,+
Fis,fis,b3261,fadB,b3846,+
Fis,fis,b3261,fis,b3261,-
Fis,fis,b3261,flxA,b1566,+
Fis,fis,b3261,fumB,b4122,-
Fis,fis,b3261,gadA,b3517,-
Fis,fis,b3261,gadB,b1493,-
Fis,fis,b3261,gadC,b1492,-
Fis,fis,b3261,gadX,b3516,-
Fis,fis,b3261,glcC,b2980,-
Fis,fis,b3261,glnA,b3870,+
Fis,fis,b3261,glnG,b3868,+
Fis,fis,b3261,glnL,b3869,+
Fis,fis,b3261,glnQ,b0809,-
Fis,fis,b3261,glnU,b0670,+
Fis,fis,b3261,glnV,b0665,+
Fis,fis,b3261,glnW,b0668,+
Fis,fis,b3261,glnX,b0664,+
Fis,fis,b3261,glpA,b2241,+
Fis,fis,b3261,glpB,b2242,+
Fis,fis,b3261,glpC,b2243,+
Fis,fis,b3261,glpQ,b2239,+
Fis,fis,b3261,glpT,b2240,+
Fis,fis,b3261,gltT,b3969,+
Fis,fis,b3261,gltU,b3757,+
Fis,fis,b3261,gltV,b4008,+
Fis,fis,b3261,gltW,b2590,+
Fis,fis,b3261,gltX,b2400,-
Fis,fis,b3261,glyT,b3978,+
Fis,fis,b3261,glyU,b2864,+
Fis,fis,b3261,guaA,b2507,-
Fis,fis,b3261,guaB,b2508,-
Fis,fis,b3261,gyrA,b2231,-
Fis,fis,b3261,gyrB,b3699,-
Fis,fis,b3261,hisR,b3797,+
Fis,fis,b3261,hlyE,b1182,-
Fis,fis,b3261,hns,b1237,+
Fis,fis,b3261,hupA,b4000,+
Fis,fis,b3261,hupB,b0440,-
Fis,fis,b3261,hyaA,b0972,-
Fis,fis,b3261,hyaB,b0973,-
Fis,fis,b3261,hyaC,b0974,-
Fis,fis,b3261,hyaD,b0975,-
Fis,fis,b3261,hyaE,b0976,-
Fis,fis,b3261,hyaF,b0977,-
Fis,fis,b3261,ileT,b3852,+
Fis,fis,b3261,ileU,b3277,+
Fis,fis,b3261,ileV,b0202,+
Fis,fis,b3261,infB,b3168,+
Fis,fis,b3261,katE,b1732,-
Fis,fis,b3261,leuP,b4369,+
Fis,fis,b3261,leuQ,b4370,+
Fis,fis,b3261,leuT,b3798,+
Fis,fis,b3261,leuV,b4368,+
Fis,fis,b3261,leuW,b0672,+
Fis,fis,b3261,leuX,b4270,+
Fis,fis,b3261,lpd,b0116,+
Fis,fis,b3261,lysT,b0743,+
Fis,fis,b3261,lysV,b2404,+
Fis,fis,b3261,lysW,b0745,+
Fis,fis,b3261,malE,b4034,+
Fis,fis,b3261,malF,b4033,+
Fis,fis,b3261,malG,b4032,+
Fis,fis,b3261,marA,b1531,+
Fis,fis,b3261,marB,b1532,+
Fis,fis,b3261,marR,b1530,+
Fis,fis,b3261,mazG,b2781,+
Fis,fis,b3261,metT,b0673,+
Fis,fis,b3261,metU,b0666,+
Fis,fis,b3261,metY,b3171,+
Fis,fis,b3261,mglA,b2149,-
Fis,fis,b3261,mglC,b2148,-
Fis,fis,b3261,msrA,b4219,-
Fis,fis,b3261,mtlA,b3599,-
Fis,fis,b3261,mtlD,b3600,-
Fis,fis,b3261,mtlR,b3601,-
Fis,fis,b3261,nanA,b3225,-
Fis,fis,b3261,nanE,b3223,-
Fis,fis,b3261,nanK,b3222,-
Fis,fis,b3261,nanT,b3224,-
Fis,fis,b3261,narG,b1224,-
Fis,fis,b3261,narH,b1225,-
Fis,fis,b3261,narI,b1227,-
Fis,fis,b3261,narJ,b1226,-
Fis,fis,b3261,narK,b1223,-
Fis,fis,b3261,ndh,b1109,+-
Fis,fis,b3261,nirB,b3365,-
Fis,fis,b3261,nirC,b3367,-
Fis,fis,b3261,nirD,b3366,-
Fis,fis,b3261,nrdA,b2234,+
Fis,fis,b3261,nrdB,b2235,+
Fis,fis,b3261,nrfA,b4070,-
Fis,fis,b3261,nrfB,b4071,-
Fis,fis,b3261,nrfC,b4072,-
Fis,fis,b3261,nrfD,b4073,-
Fis,fis,b3261,nrfE,b4074,-
Fis,fis,b3261,nrfF,b4075,-
Fis,fis,b3261,nrfG,b4076,-
Fis,fis,b3261,nuoA,b2288,+
Fis,fis,b3261,nuoB,b2287,+
Fis,fis,b3261,nuoC,b2286,+
Fis,fis,b3261,nuoE,b2285,+
Fis,fis,b3261,nuoF,b2284,+
Fis,fis,b3261,nuoG,b2283,+
Fis,fis,b3261,nuoH,b2282,+
Fis,fis,b3261,nuoI,b2281,+
Fis,fis,b3261,nuoJ,b2280,+
Fis,fis,b3261,nuoK,b2279,+
Fis,fis,b3261,nuoL,b2278,+
Fis,fis,b3261,nuoM,b2277,+
Fis,fis,b3261,nuoN,b2276,+
Fis,fis,b3261,nusA,b3169,+
Fis,fis,b3261,ogt,b1335,-
Fis,fis,b3261,osmE,b1739,-
Fis,fis,b3261,osmY,b4376,-
Fis,fis,b3261,pdxA,b0052,+
Fis,fis,b3261,pflB,b0903,-
Fis,fis,b3261,pheU,b4134,+
Fis,fis,b3261,pheV,b2967,+
Fis,fis,b3261,pnp,b3164,+
Fis,fis,b3261,proK,b3545,+
Fis,fis,b3261,proL,b2189,+
Fis,fis,b3261,proM,b3799,+
Fis,fis,b3261,proP,b4111,+
Fis,fis,b3261,ptsG,b1101,+-
Fis,fis,b3261,pyrD,b0945,-
Fis,fis,b3261,queA,b0405,+
Fis,fis,b3261,rbfA,b3167,+
Fis,fis,b3261,rimP,b3170,+
Fis,fis,b3261,rnpB,b3123,+-
Fis,fis,b3261,rplM,b3231,-
Fis,fis,b3261,rpsI,b3230,-
Fis,fis,b3261,rpsO,b3165,+
Fis,fis,b3261,rrfA,b3855,+
Fis,fis,b3261,rrfB,b3971,+
Fis,fis,b3261,rrfC,b3759,+
Fis,fis,b3261,rrfD,b3274,+
Fis,fis,b3261,rrfE,b4010,+
Fis,fis,b3261,rrfF,b3272,+
Fis,fis,b3261,rrfG,b2588,+
Fis,fis,b3261,rrfH,b0205,+
Fis,fis,b3261,rrlA,b3854,+
Fis,fis,b3261,rrlB,b3970,+
Fis,fis,b3261,rrlC,b3758,+
Fis,fis,b3261,rrlD,b3275,+
Fis,fis,b3261,rrlE,b4009,+
Fis,fis,b3261,rrlG,b2589,+
Fis,fis,b3261,rrlH,b0204,+
Fis,fis,b3261,rrsA,b3851,+
Fis,fis,b3261,rrsB,b3968,+
Fis,fis,b3261,rrsC,b3756,+
Fis,fis,b3261,rrsD,b3278,+
Fis,fis,b3261,rrsE,b4007,+
Fis,fis,b3261,rrsG,b2591,+
Fis,fis,b3261,rrsH,b0201,+
Fis,fis,b3261,rsmA,b0051,+
Fis,fis,b3261,serT,b0971,+
Fis,fis,b3261,serX,b1032,+
Fis,fis,b3261,sra,b1480,+
Fis,fis,b3261,thrT,b3979,+
Fis,fis,b3261,thrU,b3976,+
Fis,fis,b3261,thrV,b3273,+
Fis,fis,b3261,thrW,b0244,+
Fis,fis,b3261,topA,b1274,+-
Fis,fis,b3261,tpr,b1229,+
Fis,fis,b3261,trg,b1421,+
Fis,fis,b3261,trmA,b3965,+
Fis,fis,b3261,truB,b3166,+
Fis,fis,b3261,tufB,b3980,+
Fis,fis,b3261,tyrT,b1231,+
Fis,fis,b3261,tyrU,b3977,+
Fis,fis,b3261,tyrV,b1230,+
Fis,fis,b3261,valT,b0744,+
Fis,fis,b3261,valU,b2401,+
Fis,fis,b3261,valX,b2402,+
Fis,fis,b3261,valY,b2403,+
Fis,fis,b3261,xylF,b3566,-
Fis,fis,b3261,xylG,b3567,-
Fis,fis,b3261,xylH,b3568,-
Fis,fis,b3261,xylR,b3569,-
Fis,fis,b3261,yeaR,b1797,-
Fis,fis,b3261,yfiD,b2579,+
Fis,fis,b3261,ygjG,b3073,?
Fis,fis,b3261,yhcH,b3221,-
Fis,fis,b3261,yjcH,b4068,-
Fis,fis,b3261,yoaG,b1796,-
FlhDC,flhC,b1891,ccmA,b2201,+
FlhDC,flhD,b1892,ccmA,b2201,+
FlhDC,flhC,b1891,ccmB,b2200,+
FlhDC,flhD,b1892,ccmB,b2200,+
FlhDC,flhC,b1891,ccmC,b2199,+
FlhDC,flhD,b1892,ccmC,b2199,+
FlhDC,flhC,b1891,ccmD,b2198,+
FlhDC,flhD,b1892,ccmD,b2198,+
FlhDC,flhD,b1892,ccmE,b2197,+
FlhDC,flhC,b1891,ccmE,b2197,+
FlhDC,flhC,b1891,ccmF,b2196,+
FlhDC,flhD,b1892,ccmF,b2196,+
FlhDC,flhC,b1891,ccmG,b2195,+
FlhDC,flhD,b1892,ccmG,b2195,+
FlhDC,flhC,b1891,ccmH,b2194,+
FlhDC,flhD,b1892,ccmH,b2194,+
FlhDC,flhD,b1892,flgA,b1072,+
FlhDC,flhC,b1891,flgA,b1072,+
FlhDC,flhC,b1891,flgB,b1073,+
FlhDC,flhD,b1892,flgB,b1073,+
FlhDC,flhD,b1892,flgC,b1074,+
FlhDC,flhC,b1891,flgC,b1074,+
FlhDC,flhD,b1892,flgD,b1075,+
FlhDC,flhC,b1891,flgD,b1075,+
FlhDC,flhD,b1892,flgE,b1076,+
FlhDC,flhC,b1891,flgE,b1076,+
FlhDC,flhC,b1891,flgF,b1077,+
FlhDC,flhD,b1892,flgF,b1077,+
FlhDC,flhC,b1891,flgG,b1078,+
FlhDC,flhD,b1892,flgG,b1078,+
FlhDC,flhD,b1892,flgH,b1079,+
FlhDC,flhC,b1891,flgH,b1079,+
FlhDC,flhC,b1891,flgI,b1080,+
FlhDC,flhD,b1892,flgI,b1080,+
FlhDC,flhD,b1892,flgJ,b1081,+
FlhDC,flhC,b1891,flgJ,b1081,+
FlhDC,flhC,b1891,flgM,b1071,+
FlhDC,flhD,b1892,flgM,b1071,+
FlhDC,flhD,b1892,flgN,b1070,+
FlhDC,flhC,b1891,flgN,b1070,+
FlhDC,flhD,b1892,flhA,b1879,+
FlhDC,flhC,b1891,flhA,b1879,+
FlhDC,flhD,b1892,flhB,b1880,+
FlhDC,flhC,b1891,flhB,b1880,+
FlhDC,flhD,b1892,flhE,b1878,+
FlhDC,flhC,b1891,flhE,b1878,+
FlhDC,flhC,b1891,fliA,b1922,+
FlhDC,flhD,b1892,fliA,b1922,+
FlhDC,flhD,b1892,fliD,b1924,+
FlhDC,flhC,b1891,fliD,b1924,+
FlhDC,flhD,b1892,fliE,b1937,+
FlhDC,flhC,b1891,fliE,b1937,+
FlhDC,flhD,b1892,fliF,b1938,+
FlhDC,flhC,b1891,fliF,b1938,+
FlhDC,flhC,b1891,fliG,b1939,+
FlhDC,flhD,b1892,fliG,b1939,+
FlhDC,flhD,b1892,fliH,b1940,+
FlhDC,flhC,b1891,fliH,b1940,+
FlhDC,flhC,b1891,fliI,b1941,+
FlhDC,flhD,b1892,fliI,b1941,+
FlhDC,flhC,b1891,fliJ,b1942,+
FlhDC,flhD,b1892,fliJ,b1942,+
FlhDC,flhD,b1892,fliK,b1943,+
FlhDC,flhC,b1891,fliK,b1943,+
FlhDC,flhD,b1892,fliL,b1944,+
FlhDC,flhC,b1891,fliL,b1944,+
FlhDC,flhD,b1892,fliM,b1945,+
FlhDC,flhC,b1891,fliM,b1945,+
FlhDC,flhD,b1892,fliN,b1946,+
FlhDC,flhC,b1891,fliN,b1946,+
FlhDC,flhC,b1891,fliO,b1947,+
FlhDC,flhD,b1892,fliO,b1947,+
FlhDC,flhD,b1892,fliP,b1948,+
FlhDC,flhC,b1891,fliP,b1948,+
FlhDC,flhC,b1891,fliQ,b1949,+
FlhDC,flhD,b1892,fliQ,b1949,+
FlhDC,flhC,b1891,fliR,b1950,+
FlhDC,flhD,b1892,fliR,b1950,+
FlhDC,flhC,b1891,fliS,b1925,+
FlhDC,flhD,b1892,fliS,b1925,+
FlhDC,flhD,b1892,fliT,b1926,+
FlhDC,flhC,b1891,fliT,b1926,+
FlhDC,flhD,b1892,fliY,b1920,+
FlhDC,flhC,b1891,fliY,b1920,+
FlhDC,flhC,b1891,fliZ,b1921,+
FlhDC,flhD,b1892,fliZ,b1921,+
FlhDC,flhD,b1892,glpA,b2241,+
FlhDC,flhC,b1891,glpA,b2241,+
FlhDC,flhC,b1891,glpB,b2242,+
FlhDC,flhD,b1892,glpB,b2242,+
FlhDC,flhC,b1891,glpC,b2243,+
FlhDC,flhD,b1892,glpC,b2243,+
FlhDC,flhC,b1891,gltI,b0655,+
FlhDC,flhD,b1892,gltI,b0655,+
FlhDC,flhC,b1891,gltJ,b0654,+
FlhDC,flhD,b1892,gltJ,b0654,+
FlhDC,flhC,b1891,gltK,b0653,+
FlhDC,flhD,b1892,gltK,b0653,+
FlhDC,flhC,b1891,gltL,b0652,+
FlhDC,flhD,b1892,gltL,b0652,+
FlhDC,flhD,b1892,hydN,b2713,+
FlhDC,flhC,b1891,hydN,b2713,+
FlhDC,flhD,b1892,hypF,b2712,+
FlhDC,flhC,b1891,hypF,b2712,+
FlhDC,flhD,b1892,mdh,b3236,-
FlhDC,flhC,b1891,mdh,b3236,-
FlhDC,flhD,b1892,mglA,b2149,-
FlhDC,flhC,b1891,mglA,b2149,-
FlhDC,flhD,b1892,mglB,b2150,-
FlhDC,flhC,b1891,mglB,b2150,-
FlhDC,flhD,b1892,mglC,b2148,-
FlhDC,flhC,b1891,mglC,b2148,-
FlhDC,flhC,b1891,napA,b2206,+
FlhDC,flhD,b1892,napA,b2206,+
FlhDC,flhD,b1892,napB,b2203,+
FlhDC,flhC,b1891,napB,b2203,+
FlhDC,flhD,b1892,napC,b2202,+
FlhDC,flhC,b1891,napC,b2202,+
FlhDC,flhC,b1891,napD,b2207,+
FlhDC,flhD,b1892,napD,b2207,+
FlhDC,flhD,b1892,napF,b2208,+
FlhDC,flhC,b1891,napF,b2208,+
FlhDC,flhC,b1891,napG,b2205,+
FlhDC,flhD,b1892,napG,b2205,+
FlhDC,flhC,b1891,napH,b2204,+
FlhDC,flhD,b1892,napH,b2204,+
FlhDC,flhD,b1892,nrfA,b4070,+
FlhDC,flhC,b1891,nrfA,b4070,+
FlhDC,flhD,b1892,nrfB,b4071,+
FlhDC,flhC,b1891,nrfB,b4071,+
FlhDC,flhD,b1892,nrfC,b4072,+
FlhDC,flhC,b1891,nrfC,b4072,+
FlhDC,flhD,b1892,nrfD,b4073,+
FlhDC,flhC,b1891,nrfD,b4073,+
FlhDC,flhD,b1892,nrfE,b4074,+
FlhDC,flhC,b1891,nrfE,b4074,+
FlhDC,flhD,b1892,nrfF,b4075,+
FlhDC,flhC,b1891,nrfF,b4075,+
FlhDC,flhD,b1892,nrfG,b4076,+
FlhDC,flhC,b1891,nrfG,b4076,+
FlhDC,flhC,b1891,ppdA,b2826,+
FlhDC,flhD,b1892,ppdA,b2826,+
FlhDC,flhD,b1892,ppdB,b2825,+
FlhDC,flhC,b1891,ppdB,b2825,+
FlhDC,flhC,b1891,ppdC,b2823,+
FlhDC,flhD,b1892,ppdC,b2823,+
FlhDC,flhC,b1891,recC,b2822,+
FlhDC,flhD,b1892,recC,b2822,+
FlhDC,flhD,b1892,ycgR,b1194,+
FlhDC,flhC,b1891,ycgR,b1194,+
FlhDC,flhD,b1892,yecR,b1904,+
FlhDC,flhC,b1891,yecR,b1904,+
FlhDC,flhD,b1892,ygbK,b2737,+
FlhDC,flhC,b1891,ygbK,b2737,+
FlhDC,flhD,b1892,ygdB,b2824,+
FlhDC,flhC,b1891,ygdB,b2824,+
FlhDC,flhD,b1892,yhjH,b3525,+
FlhDC,flhC,b1891,yhjH,b3525,+
FruR,fruR,b0080,aceA,b4015,+
FruR,fruR,b0080,aceB,b4014,+
FruR,fruR,b0080,aceE,b0114,-
FruR,fruR,b0080,aceF,b0115,-
FruR,fruR,b0080,aceK,b4016,+
FruR,fruR,b0080,acnA,b1276,+
FruR,fruR,b0080,acnB,b0118,-
FruR,fruR,b0080,adhE,b1241,-
FruR,fruR,b0080,aroP,b0112,+
FruR,fruR,b0080,crr,b2417,+-
FruR,fruR,b0080,cydA,b0733,+
FruR,fruR,b0080,cydB,b0734,+
FruR,fruR,b0080,cyoA,b0432,-
FruR,fruR,b0080,cyoB,b0431,-
FruR,fruR,b0080,cyoC,b0430,-
FruR,fruR,b0080,cyoD,b0429,-
FruR,fruR,b0080,cyoE,b0428,-
FruR,fruR,b0080,cysG,b3368,-
FruR,fruR,b0080,eda,b1850,-
FruR,fruR,b0080,edd,b1851,-
FruR,fruR,b0080,eno,b2779,-
FruR,fruR,b0080,envC,b3613,-
FruR,fruR,b0080,epd,b2927,-
FruR,fruR,b0080,fbaA,b2925,-
FruR,fruR,b0080,fbaB,b2097,-
FruR,fruR,b0080,fruA,b2167,-
FruR,fruR,b0080,fruB,b2169,-
FruR,fruR,b0080,fruK,b2168,-
FruR,fruR,b0080,gapA,b1779,-
FruR,fruR,b0080,glcC,b2980,-
FruR,fruR,b0080,glk,b2388,-
FruR,fruR,b0080,gpmM,b3612,-
FruR,fruR,b0080,hypF,b2712,-
FruR,fruR,b0080,icd,b1136,+
FruR,fruR,b0080,lpd,b0116,-
FruR,fruR,b0080,manX,b1817,-
FruR,fruR,b0080,manY,b1818,-
FruR,fruR,b0080,manZ,b1819,-
FruR,fruR,b0080,marA,b1531,-
FruR,fruR,b0080,marB,b1532,-
FruR,fruR,b0080,marR,b1530,-
FruR,fruR,b0080,mpl,b4233,-
FruR,fruR,b0080,mtlA,b3599,-
FruR,fruR,b0080,mtlD,b3600,-
FruR,fruR,b0080,mtlR,b3601,-
FruR,fruR,b0080,nirB,b3365,-
FruR,fruR,b0080,nirC,b3367,-
FruR,fruR,b0080,nirD,b3366,-
FruR,fruR,b0080,pck,b3403,+
FruR,fruR,b0080,pdhR,b0113,-
FruR,fruR,b0080,pfkA,b3916,-
FruR,fruR,b0080,pgk,b2926,-
FruR,fruR,b0080,ppc,b3956,-
FruR,fruR,b0080,ppsA,b1702,+
FruR,fruR,b0080,prpB,b0331,-
FruR,fruR,b0080,prpC,b0333,-
FruR,fruR,b0080,prpD,b0334,-
FruR,fruR,b0080,prpE,b0335,-
FruR,fruR,b0080,ptsH,b2415,+-
FruR,fruR,b0080,ptsI,b2416,+-
FruR,fruR,b0080,pykF,b1676,-
FruR,fruR,b0080,setA,b0070,-
FruR,fruR,b0080,sgrS,b4577,-
FruR,fruR,b0080,tpiA,b3919,-
FruR,fruR,b0080,yahA,b0315,-
FruR,fruR,b0080,yibQ,b3614,-
FruR,fruR,b0080,zwf,b1852,-
FucR,fucR,b2805,fucA,b2800,+
FucR,fucR,b2805,fucI,b2802,+
FucR,fucR,b2805,fucK,b2803,+
FucR,fucR,b2805,fucO,b2799,+
FucR,fucR,b2805,fucP,b2801,+
FucR,fucR,b2805,fucR,b2805,+
FucR,fucR,b2805,fucU,b2804,+
Fur,fur,b0683,cirA,b2155,-
Fur,fur,b0683,cyoA,b0432,-
Fur,fur,b0683,cyoB,b0431,-
Fur,fur,b0683,cyoC,b0430,-
Fur,fur,b0683,cyoD,b0429,-
Fur,fur,b0683,cyoE,b0428,-
Fur,fur,b0683,entA,b0596,-
Fur,fur,b0683,entB,b0595,-
Fur,fur,b0683,entC,b0593,-
Fur,fur,b0683,entD,b0583,-
Fur,fur,b0683,entE,b0594,-
Fur,fur,b0683,entF,b0586,-
Fur,fur,b0683,entH,b0597,-
Fur,fur,b0683,entS,b0591,+-
Fur,fur,b0683,exbB,b3006,-
Fur,fur,b0683,exbD,b3005,-
Fur,fur,b0683,fecA,b4291,-
Fur,fur,b0683,fecB,b4290,-
Fur,fur,b0683,fecC,b4289,-
Fur,fur,b0683,fecD,b4288,-
Fur,fur,b0683,fecE,b4287,-
Fur,fur,b0683,fecI,b4293,-
Fur,fur,b0683,fecR,b4292,-
Fur,fur,b0683,feoA,b3408,-
Fur,fur,b0683,feoB,b3409,-
Fur,fur,b0683,feoC,b3410,-
Fur,fur,b0683,fepA,b0584,-
Fur,fur,b0683,fepB,b0592,-
Fur,fur,b0683,fepC,b0588,-
Fur,fur,b0683,fepD,b0590,-
Fur,fur,b0683,fepE,b0587,-
Fur,fur,b0683,fepG,b0589,-
Fur,fur,b0683,fes,b0585,-
Fur,fur,b0683,fhuA,b0150,-
Fur,fur,b0683,fhuB,b0153,-
Fur,fur,b0683,fhuC,b0151,-
Fur,fur,b0683,fhuD,b0152,-
Fur,fur,b0683,fhuE,b1102,-
Fur,fur,b0683,fhuF,b4367,-
Fur,fur,b0683,fiu,b0805,-
Fur,fur,b0683,flhC,b1891,-
Fur,fur,b0683,flhD,b1892,-
Fur,fur,b0683,ftnA,b1905,+
Fur,fur,b0683,fumB,b4122,+
Fur,fur,b0683,fur,b0683,-
Fur,fur,b0683,garK,b3124,-
Fur,fur,b0683,garL,b3126,-
Fur,fur,b0683,garP,b3127,-
Fur,fur,b0683,garR,b3125,-
Fur,fur,b0683,gpmA,b0755,-
Fur,fur,b0683,gspO,b3335,-
Fur,fur,b0683,hmp,b2552,-
Fur,fur,b0683,katE,b1732,-
Fur,fur,b0683,katG,b3942,-
Fur,fur,b0683,metH,b4019,-
Fur,fur,b0683,metJ,b3938,-
Fur,fur,b0683,mntH,b2392,-
Fur,fur,b0683,nohA,b1548,-
Fur,fur,b0683,nrdE,b2675,-
Fur,fur,b0683,nrdF,b2676,-
Fur,fur,b0683,nrdH,b2673,-
Fur,fur,b0683,nrdI,b2674,-
Fur,fur,b0683,ompF,b0929,+
Fur,fur,b0683,oppA,b1243,-
Fur,fur,b0683,oppB,b1244,-
Fur,fur,b0683,oppC,b1245,-
Fur,fur,b0683,oppD,b1246,-
Fur,fur,b0683,oppF,b1247,-
Fur,fur,b0683,purR,b1658,-
Fur,fur,b0683,pyrC,b1062,-
Fur,fur,b0683,rcnA,b2106,-
Fur,fur,b0683,rcnR,b2105,+
Fur,fur,b0683,rnpB,b3123,-
Fur,fur,b0683,rpoS,b2741,-
Fur,fur,b0683,ryhB,b4451,-
Fur,fur,b0683,sdhA,b0723,+
Fur,fur,b0683,sdhB,b0724,+
Fur,fur,b0683,sdhC,b0721,+
Fur,fur,b0683,sdhD,b0722,+
Fur,fur,b0683,sodA,b3908,-
Fur,fur,b0683,sodB,b1656,+
Fur,fur,b0683,sucA,b0726,+
Fur,fur,b0683,sucB,b0727,+
Fur,fur,b0683,sucC,b0728,+
Fur,fur,b0683,sucD,b0729,+
Fur,fur,b0683,sufA,b1684,-
Fur,fur,b0683,sufB,b1683,-
Fur,fur,b0683,sufC,b1682,-
Fur,fur,b0683,sufD,b1681,-
Fur,fur,b0683,sufE,b1679,-
Fur,fur,b0683,sufS,b1680,-
Fur,fur,b0683,tfaQ,b1546,-
Fur,fur,b0683,tonB,b1252,+-
Fur,fur,b0683,ybdZ,b4511,-
Fur,fur,b0683,ydfN,b1547,-
Fur,fur,b0683,ygaC,b2671,-
Fur,fur,b0683,yhhY,b3441,-
Fur,fur,b0683,yjjZ,b4567,-
Fur,fur,b0683,yqjH,b3070,-
Fur,fur,b0683,zinT,b1973,+
GadE,gadE,b3512,cyoA,b0432,+
GadE,gadE,b3512,cyoB,b0431,+
GadE,gadE,b3512,cyoC,b0430,+
GadE,gadE,b3512,cyoD,b0429,+
GadE,gadE,b3512,cyoE,b0428,+
GadE,gadE,b3512,fabZ,b0180,+
GadE,gadE,b3512,fliC,b1923,+
GadE,gadE,b3512,gadB,b1493,+
