REF,GSM820823,GSM820824,GSM820825,GSM820826,GSM820827,GSM820828,GSM820829,GSM820830,GSM820831,GSM820832,GSM820833,GSM820834,GSM820835,GSM820836,GSM820837,GSM820838,GSM820839,GSM820840,GSM820841,GSM820842,GSM820843,GSM820844,GSM820845,GSM820846,GSM820847,GSM820848,GSM820849,GSM820850,GSM820851,GSM820852,GSM820853,GSM820854,GSM820855,GSM820856,GSM820857,GSM820858,GSM820859,GSM820860,GSM820861,GSM820862,GSM820863,GSM820864,GSM820865,GSM820866,GSM820867,GSM820868,GSM820869,GSM820870,GSM820871,GSM820872,GSM820873,GSM820874,GSM820875,GSM820876,GSM820877,GSM820878,GSM820879,GSM820880,GSM820881,GSM820882,GSM820883,GSM820884,GSM820885,GSM820886,GSM820887,GSM820888,GSM820889,GSM820890,GSM820891,GSM820892,GSM820893,GSM820894,GSM820895,GSM820896,GSM820897,GSM820898,GSM820899,GSM820900,GSM820901,GSM820902,GSM820903,GSM820904,GSM820905,GSM820906,GSM820907,GSM820908,GSM820909,GSM820910,GSM820911,GSM820912,GSM820913,GSM820914,GSM820915,GSM820916,GSM820917,GSM820918
b3413,8.34765,8.314233,8.36399,8.620036,7.839201,7.539632,8.059488,8.121537,7.904619,8.271568,7.925275,7.858022,7.532509,7.348221,7.4901,7.168173,8.229791,7.930545,8.117616,8.279118,7.829069,7.89546,7.024735,7.190869,7.216177,8.002499,8.446322,7.918624,7.768185,7.691491,7.439636,8.342126,8.042813,8.050168,8.157019,8.181182,8.27798,7.665744,7.367859,7.750117,7.91147,8.015038,7.723299,7.91589,7.755278,8.263789,8.107803,8.37313,7.947639,7.512064,7.315454,7.32632,7.349169,7.545032,7.459881,6.94048,7.020515,7.186979,7.299983,7.58403,6.721194,7.314913,7.314925,6.832483,7.774121,7.370476,7.367667,6.564639,7.160598,8.897544,7.316196,7.24935,7.459362,7.312678,8.124842,8.68651,7.87272,7.150628,6.875686,8.565551,8.551281,8.379985,8.561894,6.713352,7.191391,6.635324,7.82754,7.470832,7.864144,7.405631,7.47697,7.24708,7.319858,7.775111,8.516808,8.815662
b3414,9.404983,9.081014,9.070728,10.838852,9.073975,9.805511,8.849479,9.148651,9.030276,9.231922,9.777857,10.216471,8.910121,8.625338,9.453007,8.506852,9.590125,9.326234,8.829492,9.336353,9.591737,8.996482,8.760114,9.103469,8.364124,8.499769,8.714385,8.913122,8.348995,8.632413,8.518406,8.890011,9.123212,8.702213,9.196114,9.645314,9.191302,9.003735,8.172384,8.617718,9.085034,9.359055,9.111806,8.744014,8.979665,8.968629,8.941443,8.988756,9.244055,8.443168,8.535965,8.41213,10.156897,8.809092,9.339069,8.364679,8.243534,8.367441,9.083906,9.213634,8.280174,8.777958,8.940162,8.655137,9.885155,9.383013,9.515053,8.174461,8.2815,11.029542,9.818933,9.594286,9.648607,8.910426,10.747323,10.980975,10.573857,8.66701,8.558197,8.995154,10.374802,10.329226,10.456242,8.430271,8.79642,8.454521,9.504046,9.872149,10.148729,8.801144,8.369006,8.441426,8.334458,8.634885,9.701172,10.02839
b3415,7.404374,7.312346,7.334065,7.554693,7.720944,7.322547,7.5649,7.389732,7.700679,7.528255,7.56442,7.604678,7.559641,8.202005,7.675469,7.708985,7.578732,7.20998,7.251929,7.348321,7.311124,7.44667,7.498475,7.590599,7.472065,7.752571,7.723715,7.70782,7.485006,7.458438,7.637554,7.448647,7.848168,7.27723,7.611943,7.728289,7.454134,7.753011,7.728691,8.036882,7.405297,7.614521,7.507113,7.740379,7.571793,7.255009,7.663066,7.507896,7.509676,8.555529,8.413474,8.356564,8.029777,8.638128,8.178769,8.325722,8.089018,8.193544,8.149217,8.081688,7.654333,8.313233,7.735867,8.31979,9.222923,8.741389,9.218287,8.041041,8.288381,7.11589,9.018536,9.120519,9.046875,7.834599,7.964593,7.567445,8.170491,7.356674,7.88457,7.850367,7.551304,7.674077,7.45244,7.837019,7.704169,7.326954,7.646674,7.693528,7.747808,7.681254,7.923237,7.885306,7.501517,7.473312,7.46353,7.510099
b3416,7.91111,7.7288,8.064005,7.425578,8.026323,7.542698,8.213368,8.193473,7.704048,7.352665,7.578854,7.667076,7.544903,8.142809,8.107225,8.40758,7.385791,7.502061,7.283324,7.624347,7.549482,7.558305,7.618565,7.385697,7.901726,9.122196,8.124761,8.220781,8.593988,8.446103,8.54425,7.813543,8.045803,7.800129,8.066567,7.733692,7.956364,7.888831,7.884542,9.416022,7.790037,7.471002,7.820958,8.63891,8.482945,7.535322,8.883796,7.978592,7.639816,8.962126,7.944884,9.05388,8.296193,9.522459,8.383155,8.4971,8.323787,8.865709,8.626322,8.574937,8.110098,8.104029,7.586564,8.020749,7.7667,7.61099,7.575301,8.426923,7.999,7.332674,7.526718,7.484371,7.437282,8.279083,7.920399,7.922573,7.925409,7.983281,8.128358,7.356539,7.729373,7.45185,7.3457,8.103119,8.1213,7.782031,7.837544,7.943693,8.069532,8.399798,8.456567,8.437595,8.371929,7.988214,7.501294,7.51208
b3417,8.234105,7.775132,8.483294,6.845144,8.572488,7.06803,9.018531,8.519918,7.891097,6.591927,7.281202,7.554041,7.602637,8.033191,8.089253,8.935089,7.174018,7.122791,6.821175,7.482107,7.679909,7.522153,7.431259,7.055021,8.031661,9.947954,8.298422,8.588752,9.54194,9.433179,9.72519,8.049223,8.045009,7.92685,8.114416,7.627754,8.095893,7.901001,7.935376,10.150599,8.009471,7.214486,7.938083,8.96444,8.982693,7.653598,9.542219,8.041304,7.699925,9.504283,8.264485,9.565387,7.914359,10.347134,8.509946,8.427189,8.58116,9.30278,8.812013,8.158576,7.721733,8.302676,8.019372,8.523795,7.228748,7.313386,7.392642,8.764997,8.428321,7.037708,7.053783,7.431971,7.284134,8.603528,8.225235,7.728599,8.09034,8.340499,8.523144,7.193198,7.801907,7.310985,7.105223,8.834551,7.8788,8.284274,7.902915,8.316063,8.437802,9.132853,8.404366,8.652822,8.737497,8.722425,6.834513,7.031449
b3418,7.650196,7.32477,7.957319,5.948632,7.755481,6.500892,7.806982,7.052965,7.423674,5.815269,6.430602,6.413258,7.363993,7.549243,7.162931,7.260124,6.960725,6.26993,6.56106,7.331743,7.764514,8.549225,7.267837,6.964552,7.14093,8.770737,8.15091,8.406226,7.972043,7.859575,7.676374,7.881536,7.742503,7.162965,7.474166,7.534825,7.432613,7.77005,8.225254,8.715472,7.272964,6.921134,7.127975,8.714227,7.845939,7.65822,8.722885,7.963523,7.568132,7.313877,6.411874,7.448285,6.928304,7.640405,6.647135,7.429193,8.102528,6.808696,7.30705,6.974659,6.414622,6.699606,6.843519,6.512801,7.16383,7.194318,6.939457,6.901417,6.315581,6.576922,7.126667,7.182682,7.046957,6.647619,7.123118,7.103681,7.407073,6.709991,6.620797,6.839111,7.152127,7.052919,7.125789,6.786237,6.460691,6.494516,7.667188,7.162533,6.954375,6.808935,7.374183,6.82282,7.483348,7.102487,6.655856,6.832892
b3419,7.102392,7.053449,7.070276,7.180491,7.266356,7.044236,7.048552,6.982953,7.024695,7.198551,7.038033,7.353706,7.410843,7.471573,7.353693,7.132184,7.345914,7.116944,7.27133,7.146873,7.17355,7.221713,7.433538,7.22867,7.415509,7.290098,7.255948,7.328587,7.327878,7.101287,7.257167,7.189281,7.484108,7.101708,7.221974,7.330933,7.191476,7.461852,7.287484,7.374809,7.087128,7.347178,7.181452,7.312202,7.493211,7.181497,7.16084,7.224842,7.209618,8.33942,8.084819,8.350515,7.8307,8.130837,8.157475,8.209526,7.855147,8.188373,8.349272,8.182619,7.933629,7.837746,7.355481,7.413559,7.439573,7.296397,7.115081,7.812272,7.567848,7.015224,7.386058,7.274503,7.196546,7.692714,7.192996,7.36104,7.28312,7.405795,7.535515,7.083609,7.368017,7.268347,7.044682,7.780417,7.418005,7.552206,7.3531,7.313251,7.397525,7.437867,7.56266,7.840156,7.432611,7.178183,7.455041,7.458197
b3420,7.645147,7.501483,7.609922,7.695221,7.704154,7.796394,7.60774,7.371402,7.580446,7.680948,7.462472,7.678388,7.807818,7.971508,7.90781,7.468315,7.586359,7.508197,7.713403,7.584605,7.693168,7.514699,7.812005,7.776916,8.001908,7.661873,7.61578,7.904102,7.546215,7.616229,7.590465,7.525296,7.8908,7.78271,7.488496,7.676838,7.414641,7.951196,7.562232,7.84039,7.551544,7.813935,7.64254,7.687142,8.083191,7.568243,7.502159,7.697691,7.746292,8.503169,8.396597,8.423675,7.947503,8.370983,8.267746,8.475994,8.299272,8.590134,8.623759,8.420191,8.281277,8.438676,8.013343,8.151239,7.531128,7.489154,7.508402,8.350974,8.048036,7.355634,7.683681,7.631593,7.631655,8.461893,7.699907,7.569643,7.479178,8.008566,8.229682,7.374133,7.741858,7.511375,7.32808,8.489201,8.07491,8.256601,7.764013,7.813714,7.950426,8.128719,8.101766,8.217032,8.173888,7.895411,7.822163,7.811217
b3421,7.230143,7.159218,7.275866,7.272196,7.348583,7.237754,7.301882,7.115195,7.158484,7.24826,7.167929,7.315268,7.443615,7.41897,7.459021,7.264779,7.194602,6.944364,7.167581,6.965859,7.166497,7.179042,7.372374,7.36521,7.395099,7.456253,7.55157,7.559802,7.299617,7.108896,6.976481,7.273599,7.467114,7.150303,7.144011,7.255812,7.169794,7.530419,7.270976,7.353427,7.246149,7.309956,7.244442,7.534566,7.566445,7.257333,7.686207,7.587112,7.292783,7.655735,7.388703,7.883199,7.561265,7.945468,7.828178,7.802213,7.894951,7.77024,7.86634,7.941226,7.779995,7.772188,7.303021,7.285422,7.070014,7.357963,7.189494,7.539128,7.241461,7.608339,7.350476,7.273729,7.252051,7.650634,7.454071,7.63602,7.56085,7.518561,7.579913,6.947608,7.386989,7.269639,7.162611,7.502306,7.209342,7.336841,7.208747,7.486752,7.443158,7.496066,7.591693,7.589201,7.421426,7.096538,7.452238,7.648294
b3422,7.064564,6.860584,6.959778,6.937717,7.168583,7.025854,7.073575,6.890857,7.013295,7.069936,6.953951,7.079955,7.253596,7.301962,7.209019,7.065308,6.897934,6.635511,6.913991,6.733767,6.884177,6.893956,7.302698,7.221748,7.273723,7.02663,7.057776,7.146602,6.976553,6.737225,6.899311,6.805272,7.317674,6.827917,6.748951,6.926856,6.708628,7.397733,6.982673,7.042869,6.718526,6.993947,6.940961,7.019114,7.183439,6.929575,6.74278,6.963805,7.006733,7.393295,6.951831,7.583761,7.280553,7.469487,7.409806,7.200584,6.918709,7.152761,7.275754,7.392809,7.151991,7.318514,7.326258,7.190324,7.005531,7.114206,6.983838,7.271256,7.002869,7.001664,7.149242,6.951903,7.104847,7.496398,6.990096,7.036482,7.063707,7.478065,7.147771,6.736897,6.976086,6.905943,6.484717,7.513153,7.202208,7.367032,7.101683,7.285842,6.898111,7.172578,7.139562,7.132369,7.347419,6.849275,7.008394,7.20261
b3423,7.865174,7.806873,7.965679,8.049866,7.831963,8.068178,7.809187,8.114278,8.048808,7.74914,8.018769,7.955188,8.175047,7.916317,7.837955,7.982632,7.892674,8.155139,8.12355,7.839344,7.978263,7.727633,8.198251,8.086978,8.098003,7.525471,8.078209,7.800502,7.874292,7.888359,7.757571,7.955007,7.810507,7.862668,8.010055,8.082647,7.88828,8.132749,7.557143,7.512033,7.914035,8.117767,7.942762,7.800553,8.060548,8.087043,7.759774,7.828721,7.94903,7.678648,7.582931,7.69952,7.913587,7.53826,7.949355,7.565322,7.245871,7.688417,7.344556,7.31364,7.656111,8.427587,8.526962,8.277143,8.496126,8.795961,8.705288,8.522035,8.470167,7.89821,8.683319,8.818929,8.687001,8.625885,8.66563,8.712045,8.727918,8.331133,8.292093,7.912431,8.354058,8.174807,8.266572,8.609745,8.270577,8.168393,8.383223,8.258433,8.33506,7.868139,7.812383,7.69529,7.986498,8.076725,8.551098,8.674259
b3424,8.127166,8.306017,8.022187,8.360119,7.815773,8.296322,7.733417,8.305172,7.892273,8.450366,8.199362,8.002303,8.004278,7.729302,7.744675,7.757922,8.35756,8.302331,8.402355,8.236507,8.248403,8.04587,7.694296,7.959753,7.504021,7.558073,8.223363,7.924127,7.960537,8.018618,7.837037,8.363995,8.222035,8.335806,8.476921,8.284022,8.308445,8.087865,7.263142,7.617584,8.356625,7.947233,8.142015,7.918018,8.26046,8.221927,8.049941,8.473995,8.088059,7.28018,7.380647,7.148174,7.661543,6.940717,7.097815,7.141219,6.867616,7.147327,7.225977,7.118957,6.980359,7.815769,8.096106,7.770255,8.383566,8.733122,8.555929,7.444113,7.916126,8.555549,8.35852,8.824744,8.519469,8.427265,9.007488,9.206114,8.780106,7.86817,7.680464,8.255273,8.75543,8.530573,8.607945,7.803765,7.966372,7.691503,8.159408,8.107386,8.024604,7.793273,7.743891,7.916412,7.956026,8.15629,9.511943,9.321402
b3425,7.336885,7.624261,7.057615,7.595926,7.158049,7.18901,7.183848,7.467245,7.159402,7.358767,7.101284,7.097854,7.373007,7.369556,7.500963,7.192286,7.79878,7.840085,7.735882,7.853213,7.697441,7.350943,7.281908,7.355979,7.279096,6.881959,7.023818,7.046917,7.249576,7.370488,7.164616,7.285832,7.506269,7.703451,7.562906,7.698655,7.53748,7.223765,6.823831,6.965772,7.305298,7.6217,7.332707,6.854529,7.316403,7.47971,6.570926,7.094571,7.320996,7.420373,7.250561,7.261233,7.229551,7.000638,7.153051,7.264775,7.242757,7.408549,7.225355,7.193707,7.248188,7.865616,7.520778,7.757833,7.718884,7.806771,7.594448,7.481132,7.430411,8.61244,7.580581,7.781392,7.96046,8.034187,8.281411,9.356263,8.449713,7.621921,7.525604,7.958172,8.030123,8.222632,8.354403,7.334453,7.698252,7.411132,7.919998,7.370848,7.653733,7.380321,7.208797,7.63157,7.421449,7.522503,8.491294,8.669861
b3426,7.295556,7.198105,7.233133,7.233343,7.383323,7.361348,7.468997,7.642969,7.470917,7.625766,7.562569,7.612995,7.643129,7.780969,7.94922,7.402472,7.377634,7.23592,7.327751,7.192686,7.267134,7.320199,7.663916,7.502751,7.947006,7.433558,7.341333,7.600703,7.305265,7.347085,7.644644,7.216693,7.738348,7.46425,7.220863,7.303093,7.307443,7.696274,7.570439,7.503702,7.332198,7.492597,7.519451,7.434078,7.445432,7.282178,7.128875,7.391363,7.428089,8.066109,8.876033,7.950016,10.460227,7.805199,9.295928,8.890217,8.356088,8.684506,8.307773,8.064651,8.063369,9.963832,10.21648,9.651687,10.498346,10.625998,10.766035,9.253808,9.716653,10.250636,10.814077,10.977772,10.819892,9.920376,11.211529,10.703145,11.057601,9.647579,9.382263,9.97876,10.850897,10.719252,10.659443,9.87817,9.747703,9.473278,10.494259,10.351848,10.106045,9.954794,9.636791,9.936587,9.668442,9.656892,10.289813,10.235311
b3427,5.947116,5.94709,5.787936,5.472539,5.863357,5.663148,5.768841,6.225405,5.644157,5.615659,5.204268,5.378282,5.801628,6.060145,5.546609,5.876727,5.706291,5.909684,5.732896,5.762869,5.875628,5.972303,5.176686,5.601314,5.931679,5.864465,5.586388,5.866283,5.904674,5.999546,6.298268,5.761861,5.747815,6.056066,5.585994,5.568675,5.456004,5.942531,5.615054,5.804726,5.593745,5.588992,5.615464,6.293072,5.904492,5.944247,5.865344,6.013134,6.038417,6.799629,6.181921,6.527773,6.022385,6.498428,5.918637,6.724674,6.488431,6.503965,6.27821,6.20027,6.18435,6.496351,6.009989,6.339789,6.279424,6.159855,6.294348,6.350948,6.461452,6.701255,6.383793,6.291851,6.558641,6.594968,6.643412,6.828835,6.880092,6.07617,6.123375,5.924403,6.355969,6.682385,6.468013,6.466828,6.39281,6.484366,6.113952,6.168818,6.476609,5.909144,5.077574,5.549822,5.748857,6.028759,6.076442,6.06373
b3428,7.597627,7.632814,8.038168,6.805619,7.805631,7.290818,7.541228,8.3003,7.448976,6.700131,6.654052,6.793413,7.39486,7.851581,7.981374,7.709658,7.268827,7.718329,6.979202,7.569137,7.353319,7.324839,7.000546,6.699829,7.323171,7.920848,7.441431,7.527716,7.674791,7.987251,7.564651,7.677967,7.209207,7.299116,7.140413,6.831816,7.155413,7.664083,8.076618,8.548239,7.786314,7.093933,7.653489,7.839979,7.541361,7.722837,8.046198,7.620083,7.270283,7.413731,7.315697,7.205536,8.62434,6.976945,7.626291,7.771142,8.262392,7.314664,7.274843,7.126919,7.278895,7.125928,6.896692,6.912511,6.752894,6.809169,6.657204,7.029941,6.945143,7.133981,6.612802,6.900343,6.813147,7.786863,7.919316,8.118956,7.910347,7.036199,7.125738,6.615451,7.323434,6.985695,6.975975,7.20902,7.307035,7.248255,7.182253,7.201163,7.08396,7.552167,7.538917,7.48591,7.82132,7.3861,7.143275,7.34284
b3429,9.067052,8.634885,9.679428,7.404198,9.067478,8.277022,9.399041,9.525373,8.781212,6.345334,7.379835,7.554422,8.16346,8.89336,8.868836,9.010582,8.376686,8.955221,7.708355,8.801073,8.599877,8.590832,7.784372,7.583696,8.104474,9.692024,9.028344,9.14704,8.786506,8.880617,8.830266,8.93205,7.968793,8.391638,8.068471,8.154142,8.107671,8.720644,9.361254,10.214234,9.11602,7.876238,8.98512,9.603966,9.076702,9.105849,9.855265,9.156539,8.369963,7.950676,8.502575,7.814791,9.744696,8.01919,8.294924,8.638714,9.081078,7.531657,7.275636,7.794339,7.419718,7.030768,7.177759,7.140944,7.370572,7.227771,7.327572,6.453712,7.194583,7.862897,7.206897,7.313085,7.580879,8.555077,9.238344,9.308635,9.042636,6.499059,7.139779,6.890385,8.110251,7.825859,7.890713,7.066959,7.52342,7.553638,7.184775,7.744838,8.014102,8.750745,8.884194,8.53598,9.287578,8.537863,8.16693,8.499801
b3430,9.670167,9.355922,10.392307,8.194728,9.776856,8.673576,10.085347,10.153947,9.400538,7.311496,8.209835,8.537972,9.166325,10.145015,9.702693,10.088429,9.320748,9.545369,8.312058,9.168757,9.223779,9.349239,8.779762,8.276928,9.002636,10.368512,9.823583,9.858207,9.622929,9.636102,9.560711,9.601628,9.107501,8.68712,8.709804,9.024165,8.941156,9.811254,10.342565,10.998142,9.65376,8.671535,9.509236,10.42714,9.363542,9.936578,10.451853,9.823191,8.840275,7.929539,8.646166,7.541868,10.021997,7.353856,8.350647,9.447375,9.404434,8.32015,7.835783,8.386647,7.99885,7.915333,8.017952,7.574208,8.052119,7.909578,8.072888,7.575863,7.502316,8.617928,8.01265,8.263135,8.39625,8.894459,9.896761,10.037638,10.017119,7.801521,7.859658,7.864249,8.427779,8.673291,8.469818,7.576287,8.116871,7.919518,8.69553,8.210836,8.757713,9.419524,9.586143,8.861492,9.652963,8.836807,8.771364,9.25898
b3431,9.472747,9.406421,9.904536,7.981024,9.43057,8.146515,9.530009,9.730754,8.282443,7.391405,8.251919,8.228539,9.413009,9.722817,8.90944,8.828139,8.895076,9.027345,8.004614,8.7541,8.733335,9.117471,8.524371,8.108714,8.640714,10.36796,9.966923,9.739567,9.144156,9.064882,9.162491,9.151603,8.541877,8.536204,8.284599,8.387019,8.589035,9.588451,10.257961,10.595951,9.151924,8.340132,8.96446,10.414361,9.677859,9.653112,10.522925,9.949942,8.862362,8.106673,7.581283,7.872904,8.913278,7.970477,7.793163,8.932397,9.374748,7.878271,7.423263,7.876479,7.829013,7.279457,7.362049,7.032399,8.271234,8.200707,8.034816,7.079064,7.769028,8.397954,8.34689,8.475748,8.4762,8.322821,8.996069,9.996315,9.15106,7.243035,7.536293,7.593722,8.333177,8.458772,8.518594,7.424244,7.723581,7.55429,8.3508,7.645009,8.082122,8.502387,8.523874,8.015887,8.726342,8.941014,8.959116,9.282258
b3432,9.65081,9.319025,9.778662,8.50806,9.917716,8.96657,9.639222,9.975535,9.281774,6.921821,8.24477,8.245105,9.063101,8.743477,8.711251,9.611725,9.689981,9.613635,8.863972,9.341126,9.488006,9.618672,8.447196,8.664895,8.372452,9.920833,9.972973,10.109466,9.328284,9.367011,9.280346,9.429045,8.983686,9.060803,8.681566,9.115048,8.850937,9.832551,9.8416,10.306684,9.719484,8.879917,9.443498,9.9438,9.710383,9.995513,10.045664,9.820962,9.247858,7.085034,7.757084,6.640477,10.215832,6.640919,8.190538,7.532639,8.146194,7.09129,6.409646,7.335249,7.362197,7.789911,7.714824,7.189186,8.121028,8.067517,8.162944,7.487226,7.489697,9.034276,8.302009,8.343085,8.321464,8.605981,9.591845,10.278561,9.596946,7.131427,7.228897,8.362205,8.682082,8.723928,8.714643,7.522092,7.776327,7.589491,8.505878,8.063745,8.031477,8.693938,8.863871,8.11115,9.307484,8.823021,9.374744,9.734595
b3433,10.614999,10.382925,10.859657,9.752234,10.569019,10.143925,10.181329,10.241375,10.618927,8.445388,9.88888,9.636769,10.113977,9.076823,9.27065,10.240758,10.632576,10.470647,9.810622,10.262865,10.261978,10.480358,9.942005,10.292708,10.209569,10.005063,10.390561,9.902531,10.261138,10.426457,10.246807,10.410169,10.232673,9.89873,9.62751,10.208193,9.775074,10.296532,9.341839,9.44869,10.560688,10.01483,10.568494,9.857143,10.569883,10.612483,10.027728,10.357514,10.109124,8.061005,8.856361,7.477981,10.873352,7.360722,9.470599,8.418163,8.683903,7.919004,7.060824,8.449192,8.344872,9.38128,9.26501,9.099877,9.914724,9.982176,9.877567,9.229817,9.104467,9.929488,9.88906,9.889986,9.971645,10.451531,10.644412,10.915232,11.042313,8.860817,9.196132,9.300956,10.21378,10.372024,10.138394,9.027431,9.374236,9.516125,9.691051,10.156128,10.160017,9.769449,9.747501,9.604842,9.793806,9.927931,10.613813,10.825428
b3434,6.631496,6.626611,6.617045,6.629421,6.645856,6.575008,6.469682,6.544656,6.596817,7.15151,6.642322,6.501271,6.763537,6.678455,6.632145,6.507837,6.523018,6.594514,6.717337,6.111724,6.339272,6.598513,6.460651,6.51858,6.626284,6.5024,6.29632,6.674384,6.351517,6.54693,6.679145,6.500631,6.496123,6.489942,6.23613,6.499126,6.086188,7.058503,6.432773,6.419384,6.532426,6.727674,6.422585,6.31359,6.583423,6.315475,6.385145,6.495474,6.598748,6.533068,5.072887,6.302958,6.141265,5.374157,6.208105,6.534387,6.468331,6.3032,4.938306,6.57552,6.8997,6.445907,6.662961,6.602058,6.323605,6.574673,6.460321,6.396816,6.666031,6.055458,6.553307,6.385404,6.646136,6.677119,6.536356,6.759198,6.693692,6.679454,6.835036,6.52389,6.535594,6.777043,6.614852,6.594068,6.662265,6.582867,6.560884,6.153633,6.588895,6.310841,6.399293,6.423862,6.553346,6.466725,7.035424,6.934157
b3435,6.46918,6.484099,6.321713,6.589365,6.500887,6.529464,6.149773,6.258984,6.414829,6.501926,6.380123,6.473528,6.702435,6.93256,7.01877,6.687663,6.28878,6.267156,6.434059,6.093774,6.392297,6.220827,6.269693,6.669595,6.965633,6.49621,6.084984,6.682011,6.400073,6.387351,6.65788,6.229523,6.541806,6.454659,5.848859,6.468398,5.615626,6.848455,6.319275,6.567103,6.360046,6.650946,6.421282,6.408437,6.65657,6.117471,5.898099,6.507159,6.55156,7.188022,5.865332,6.820532,6.742881,6.330416,6.612566,6.792089,6.943141,6.843772,6.040916,6.810356,7.139412,7.332617,6.777967,7.182625,6.851068,6.52182,6.817415,7.130957,7.233785,5.743667,6.998097,6.901565,6.921926,7.313149,6.657074,6.44387,6.770175,6.837931,7.17606,6.173704,6.429499,6.664489,6.228773,6.912833,6.913448,7.314328,6.488263,6.781301,6.872036,6.761778,6.873241,7.151655,6.956613,6.380026,6.717058,6.617982
b3436,7.312055,7.1985,6.547103,7.349006,7.279781,7.273222,7.285571,7.154318,7.512199,7.393944,7.422204,7.67466,7.272364,7.675655,7.528534,7.323611,7.370623,7.216026,7.53629,7.122257,6.85764,7.11897,7.162944,7.335476,7.472737,6.997037,7.150267,7.396538,6.868342,6.956322,7.186063,7.17712,7.270539,7.509654,7.328598,7.076174,7.077584,7.384232,7.154709,7.346413,7.059761,7.442122,7.296467,7.198786,7.198984,7.066106,6.892785,7.135603,7.514089,8.002446,7.948139,7.877468,7.917037,8.335546,8.285147,7.820921,7.236474,7.753252,7.6883,7.360183,6.522065,8.018369,7.752692,8.064791,8.099777,7.791487,7.899383,7.944763,7.984442,6.44623,7.879507,7.490195,7.367073,7.942177,7.686438,7.163231,7.474345,7.83845,7.96972,7.530638,7.130944,7.282996,7.075733,7.493515,8.039402,7.856654,7.232655,7.595361,7.458284,8.004832,7.764709,7.765414,7.261783,7.514521,7.337259,7.586023
b3437,6.111466,5.994334,5.595215,6.07431,6.085116,6.261174,6.373557,6.270072,6.21184,6.144501,6.121998,6.527298,6.230397,6.878668,6.700969,6.485615,6.133393,5.883863,6.20349,5.942305,5.885263,5.95234,5.969937,5.862706,6.18055,5.90712,6.037004,6.219044,5.873732,5.956223,6.144628,6.048693,6.075091,6.022682,5.968718,5.824873,6.121476,6.291721,6.292648,6.309615,5.627821,5.93811,6.209747,6.022829,5.811549,5.880755,5.8505,5.876792,6.110848,7.430011,8.498282,7.953213,7.763142,8.578681,7.898208,7.073716,6.71431,6.825025,7.169665,6.283448,5.325549,7.138207,6.791571,6.98429,9.164185,8.860665,8.923434,6.829341,8.3759,4.890212,8.955512,8.742593,8.877656,7.69639,7.122762,5.822358,7.142525,6.246468,6.512212,6.250793,6.1726,6.094693,6.295559,6.569852,6.614216,6.168162,6.243592,6.91376,6.811147,6.564175,6.881185,6.558644,6.579003,6.324347,6.261141,6.249112
b3438,8.594252,8.538216,8.44064,8.512869,8.495868,8.360187,8.598448,8.502611,8.602809,8.642271,8.717514,8.820094,8.539815,9.429884,8.965862,9.036456,8.591713,8.173277,8.569707,8.38923,8.335097,8.671708,8.394607,8.603954,8.590231,8.529007,8.648925,8.738221,8.583129,8.786827,8.632026,8.715781,8.838474,8.265531,8.659909,8.382506,8.501028,8.573233,8.628059,8.596223,8.169046,8.683452,8.458173,8.610647,8.120136,8.399512,8.540992,8.55998,8.354931,8.589777,8.683872,8.216716,8.606732,8.817294,8.377088,8.804884,8.566228,8.833942,8.923481,8.660832,8.058506,8.678373,8.671489,8.656864,9.204357,8.917849,9.049263,9.238888,8.716587,8.134767,9.163747,8.71877,8.912933,8.652002,9.1517,8.636823,9.261519,8.828635,8.534804,8.817549,8.48074,8.646271,8.707617,8.242422,8.513661,8.21432,8.678041,8.380167,8.451396,8.499321,8.77505,8.221028,8.580954,8.308726,8.53611,8.652503
b3439,7.528197,7.262906,7.417864,7.531238,7.410581,7.472352,7.686625,7.27973,7.303812,7.51249,7.514282,7.581497,7.324455,7.677204,7.564759,7.446364,7.493429,7.112277,7.261241,7.193132,7.011671,7.278621,7.36332,7.355421,7.429316,7.551636,7.629144,7.512834,7.213926,7.468543,7.431954,7.559013,7.628301,7.309964,7.403585,7.037788,7.271459,7.6149,7.502384,7.496682,7.243151,7.352383,7.386232,7.466655,7.176183,7.286579,7.514597,7.436845,7.199467,7.492526,7.944991,7.477557,7.855994,7.959373,7.780827,7.458775,7.85177,7.669616,7.951858,7.733941,7.077336,7.934646,7.336758,7.600688,7.371186,7.341337,7.485261,7.657792,7.781044,6.850854,7.12635,7.123114,7.236974,7.63595,7.687052,7.528996,7.647884,7.697854,7.966126,7.665733,7.414058,7.424846,7.393111,7.557414,7.692297,7.455411,7.205975,7.418758,7.474702,7.767731,7.785921,7.867322,7.63177,7.581683,7.586888,7.609074
